gene	phenotype	dd.p	dd.fdr	direction	n_tumor_types	tumors	n_samples	n_mutated	mut_freq	mut.E1	mut.E0	E1	E0	alpha_e	cohort
TCF12	C2	0.107824898675231	0.461045142071936	up_in_subtype	4	BLCA,COADREAD,LUAD,LUSC	1709	21	0.0123	10	11	519	1190	1.38256657044799	c202
CUL3	C2	0.108781206759044	0.461045142071936	up_in_rest	8	BLCA,COADREAD,HNSC,KIRP,LUAD,LUSC,PRAD,UCEC	3301	78	0.0236	22	56	1075	2226	-0.595002663985628	c132
ERBB3	C2	0.114218714594578	0.461045142071936	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC,UCS	4888	175	0.0358	88	87	1944	2944	0.391718723043502	c055
TSC1	C2	0.114336479179768	0.461045142071936	up_in_subtype	6	BLCA,BRCA,LIHC,LUAD,LUSC,UCEC	3028	57	0.0188	29	28	1051	1977	0.800028117690451	c143
CIC	C2	0.11469333631526	0.461045142071936	up_in_subtype	10	BLCA,CESC,COADREAD,HNSC,LGG,LIHC,LUAD,LUSC,STAD,UCEC	4096	159	0.0388	51	108	1463	2633	0.469920321106022	c091
SOS1	C2	0.115261285517984	0.461045142071936	up_in_rest	9	BLCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,UCEC	3601	87	0.0242	25	62	1304	2297	-0.61202617720039	c109
NIPBL	C2	0.124471856411614	0.476435276211945	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LGG,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5835	191	0.0327	89	102	2043	3792	0.301830581210034	c023
ZFP36L2	C2	0.127059624122709	0.476435276211945	up_in_subtype	5	BLCA,BRCA,CESC,LUSC,UCEC	2538	36	0.0142	24	12	1067	1471	0.691167337021312	c169
PIK3CB	C2	0.129752275209974	0.476435276211945	up_in_rest	8	BLCA,BRCA,GBM,HNSC,LUAD,LUSC,OV,UCEC	3446	59	0.0171	19	40	1473	1973	-0.566592301900784	c116
CHD4	C2	0.131448402652122	0.476435276211945	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC,UCS	5540	214	0.0386	90	124	1977	3563	0.415739113651654	c032
BRCA1	C2	0.135014257461793	0.476435276211945	up_in_subtype	10	BLCA,BRCA,CESC,HNSC,KIRC,LUAD,LUSC,OV,STAD,UCEC	4308	112	0.026	55	57	1856	2452	0.66429929452931	c080
IRF6	C2	0.135038041117603	0.476435276211945	up_in_subtype	3	HNSC,LUAD,LUSC	1351	22	0.0163	12	10	662	689	1.53507792428576	c219
MAP2K4	C2	0.135837634830018	0.476435276211945	up_in_subtype	4	BRCA,COADREAD,LUAD,UCEC	2308	50	0.0217	18	32	736	1572	0.864774359841653	c173
EGFR	C2	0.136849706490015	0.476435276211945	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,OV,STAD,UCEC	5023	189	0.0376	56	133	1896	3127	0.555229168191469	c050
GNAS	C2	0.139093308959899	0.476435276211945	up_in_rest	8	BLCA,CESC,COADREAD,ESCA,LUAD,PAAD,STAD,UCEC	2625	44	0.0168	15	29	1013	1612	-0.885994417413772	c167
CTNNB1	C2	0.142722619302134	0.476435276211945	up_in_rest	10	ACC,BLCA,COADREAD,ESCA,HNSC,LIHC,LUAD,PRAD,STAD,UCEC	3522	287	0.0815	59	228	1209	2313	-0.58246247658681	c120
MSH3	C2	0.14608446424741	0.476435276211945	up_in_rest	5	BLCA,HNSC,LUAD,LUSC,UCEC	2175	30	0.0138	10	20	998	1177	-0.933511054854949	c180
WHSC1	C2	0.146256111677102	0.476435276211945	up_in_subtype	7	BLCA,BRCA,HNSC,LIHC,LUAD,STAD,UCEC	3412	53	0.0155	25	28	1419	1993	0.619337165063358	c126
ASXL1	C2	0.148285153643273	0.476435276211945	up_in_subtype	10	BLCA,BRCA,COADREAD,ESCA,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4498	118	0.0262	55	63	1700	2798	0.499435752817189	c070
CREBBP	C2	0.149427427539201	0.476435276211945	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5296	218	0.0412	107	111	2029	3267	0.438487036013658	c040
MSH6	C2	0.153260164464152	0.481674802601621	up_in_subtype	7	BLCA,BRCA,GBM,LUAD,LUSC,STAD,UCEC	3129	41	0.0131	19	22	1183	1946	0.937941815180376	c139
ARID5B	C2	0.167999987237731	0.498697945065918	up_in_subtype	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3859	69	0.0179	33	36	1585	2274	0.803774077938261	c101
HIST1H1E	C2	0.168161899418427	0.498697945065918	up_in_subtype	4	BLCA,LIHC,STAD,UCEC	1510	20	0.0132	10	10	552	958	1.02324078777535	c213
CHD8	C2	0.168359577969835	0.498697945065918	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LUAD,LUSC,OV,STAD,UCEC	4952	130	0.0263	61	69	1987	2965	0.541089036630979	c052
ERBB4	C2	0.168940924084465	0.498697945065918	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,LIHC,LUAD,LUSC,PRAD,STAD,UCEC	5512	219	0.0397	92	127	1954	3558	0.4786765177274	c035
APC	C2	0.170010663090654	0.498697945065918	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5261	516	0.0981	115	401	1956	3305	0.301440748424463	c042
CUL1	C2	0.175524671287765	0.508097732675109	up_in_subtype	8	BLCA,BRCA,CESC,GBM,HNSC,LUAD,LUSC,STAD	3451	71	0.0206	39	32	1563	1888	0.619372904904881	c121
NUP133	C2	0.18043650819044	0.511062874281819	up_in_subtype	9	BLCA,BRCA,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4318	71	0.0164	32	39	1640	2678	0.658616217308628	c083
IL6ST	C2	0.181195019063554	0.511062874281819	up_in_subtype	3	BLCA,BRCA,COADREAD	1845	20	0.0108	9	11	588	1257	1.20200843855514	c191
CSDE1	C2	0.185941487947364	0.514356493905641	up_in_subtype	7	BLCA,BRCA,CESC,HNSC,LUAD,LUSC,UCEC	3442	42	0.0122	22	20	1563	1879	0.714177212812236	c122
CYSLTR2	C2	0.189073928920121	0.514356493905641	up_in_subtype	3	HNSC,LUAD,LUSC	1351	19	0.0141	11	8	662	689	1.13979322370849	c219
KEAP1	C2	0.189376709119804	0.514356493905641	up_in_rest	6	BLCA,HNSC,LIHC,LUAD,LUSC,UCEC	2519	160	0.0635	57	103	1040	1479	-0.483781478133683	c170
MYH9	C2	0.203435076077613	0.545801423622864	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4413	160	0.0363	83	77	1896	2517	0.35881078887691	c077
TGFBR2	C2	0.21385975843439	0.55921036871078	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,PAAD,STAD	4123	83	0.0201	48	35	1736	2387	0.607884560281965	c089
TRAF3	C2	0.214103686203576	0.55921036871078	up_in_rest	6	BRCA,CESC,HNSC,LUAD,LUSC,STAD	2960	31	0.0105	13	18	1401	1559	-0.807457897638168	c146
PTPN11	C2	0.216058551547347	0.55921036871078	up_in_subtype	4	COADREAD,GBM,LGG,LUAD	1484	20	0.0135	4	16	191	1293	2.0392376957176	c215
NF2	C2	0.219234359419219	0.560832082235211	up_in_subtype	10	BLCA,BRCA,CESC,HNSC,KIRC,KIRP,LIHC,LUSC,MESO,UCEC	4069	68	0.0167	26	42	1507	2562	0.556874685731505	c090
CREB3L3	C2	0.222047352686218	0.561499052769747	up_in_subtype	5	BLCA,GBM,HNSC,LIHC,LUSC	1771	31	0.0175	15	16	730	1041	0.772650302744784	c196
CYLD	C2	0.233436729429282	0.583591823573205	up_in_subtype	4	HNSC,LUAD,LUSC,STAD	1693	31	0.0183	19	12	836	857	0.781467707382379	c203
FGFR2	C2	0.249524149291435	0.612502450947929	up_in_subtype	7	BLCA,BRCA,COADREAD,LUAD,LUSC,STAD,UCEC	3485	96	0.0275	42	54	1238	2247	0.509950179923679	c119
SPOP	C2	0.250569184478698	0.612502450947929	up_in_rest	5	BLCA,BRCA,PRAD,UCEC,UCS	2251	95	0.0422	19	76	731	1520	-0.608115606996441	c176
APOB	C2	0.255439469511632	0.617545970247902	up_in_subtype	17	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC	6492	430	0.0662	180	250	2092	4400	0.298349291924687	c007
EPHA2	C2	0.261275403567066	0.624789008529941	up_in_subtype	9	BLCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3589	88	0.0245	45	43	1463	2126	0.138340659675326	c112
SMC3	C2	0.267494331633761	0.626039645328013	up_in_subtype	6	BLCA,BRCA,KIRC,LUAD,STAD,UCEC	2933	39	0.0133	18	21	1032	1901	0.780890069781101	c147
AJUBA	C2	0.268198616123087	0.626039645328013	up_in_subtype	4	BLCA,CESC,HNSC,LUSC	1593	32	0.0201	23	9	882	711	0.792726232148375	c207
XPO1	C2	0.270335301391642	0.626039645328013	up_in_rest	6	BLCA,BRCA,CESC,HNSC,LIHC,LUAD	2903	39	0.0134	16	23	1265	1638	-0.0980245079812888	c151
EEF1A1	C2	0.277068776620789	0.634949279755975	up_in_rest	8	BLCA,BRCA,GBM,HNSC,LIHC,LUAD,STAD,UCEC	3515	55	0.0156	16	39	1419	2096	-0.357498762905218	c117
SMARCA4	C2	0.293753197444516	0.658209299531903	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,STAD,UCEC	5987	222	0.0371	71	151	1940	4047	-0.383529458062748	c020
NF1	C2	0.29699609980628	0.658209299531903	up_in_subtype	16	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PCPG,STAD,UCEC	6165	267	0.0433	93	174	1958	4207	0.361932210432737	c013
KANSL1	C2	0.297127870255429	0.658209299531903	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,PRAD,STAD,UCEC	4644	92	0.0198	34	58	1810	2834	-0.430361652572334	c065
TET2	C2	0.299186045241774	0.658209299531903	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,SARC,STAD,UCEC	4443	67	0.0151	25	42	1826	2617	-0.3799588869188	c078
SF1	C2	0.310515422891272	0.676370228079998	up_in_subtype	5	BLCA,HNSC,LUAD,STAD,UCEC	2070	37	0.0179	19	18	1006	1064	0.608877881971124	c184
JAK1	C2	0.315147733068892	0.679730404658394	up_in_rest	7	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,UCEC	3517	59	0.0168	18	41	1411	2106	-0.761497458174428	c115
PDS5B	C2	0.330676184571012	0.696908467941591	up_in_subtype	10	BLCA,BRCA,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4383	75	0.0171	35	40	1704	2679	0.397732007742127	c074
CCND1	C2	0.331341059701572	0.696908467941591	up_in_subtype	2	BLCA,UCEC	824	27	0.0328	10	17	336	488	0.817971583954781	c234
POLE	C2	0.332615405153941	0.696908467941591	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4597	127	0.0276	58	69	1807	2790	0.407676300910918	c066
DACH1	C2	0.340029641035962	0.705721896489733	up_in_subtype	5	BLCA,BRCA,HNSC,LUAD,LUSC	2737	53	0.0194	25	28	1195	1542	0.436097460221573	c157
AKT1	C2	0.350372718743194	0.71163278791658	up_in_rest	4	BRCA,CESC,THCA,UCEC	2184	50	0.0229	15	35	749	1435	-0.613927281652881	c179
EPHA3	C2	0.351926348474658	0.71163278791658	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,LGG,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5938	195	0.0328	82	113	2043	3895	0.0968961219319015	c021
HIST1H1C	C2	0.353630857822197	0.71163278791658	up_in_rest	4	BLCA,HNSC,LIHC,LUSC	1668	27	0.0162	9	18	730	938	-0.746536267219467	c205
PLCG1	C2	0.35581639395829	0.71163278791658	up_in_subtype	8	BLCA,BRCA,ESCA,GBM,HNSC,LUAD,STAD,UCEC	3341	54	0.0162	28	26	1464	1877	0.472174986388229	c131
SIN3A	C2	0.359702437409962	0.711730045271094	up_in_subtype	8	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,UCEC	3901	71	0.0182	30	41	1618	2283	0.319109907038932	c100
MTOR	C2	0.362335295774375	0.711730045271094	up_in_subtype	14	BLCA,BRCA,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5622	180	0.032	57	123	1846	3776	0.128914541967859	c028
RFC1	C2	0.368456359783336	0.716053304564838	up_in_rest	5	BLCA,BRCA,LIHC,LUAD,UCEC	2581	31	0.012	8	23	885	1696	-0.670343605875776	c166
CTNND1	C2	0.378830253089454	0.716053304564838	up_in_subtype	10	BLCA,BRCA,COADREAD,ESCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4488	76	0.0169	31	45	1727	2761	0.0717563554684186	c075
BRD7	C2	0.385378585753098	0.716053304564838	up_in_rest	3	BLCA,BRCA,LIHC	1730	25	0.0145	6	19	575	1155	-0.466686324632039	c197
KMT2A	C2	0.387665289316641	0.716053304564838	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,THCA,UCEC	5674	224	0.0395	94	130	2039	3635	-0.0240016149895592	c026
DICER1	C2	0.387967240221465	0.716053304564838	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4587	100	0.0218	43	57	1834	2753	0.120973077660846	c068
ABL1	C2	0.389354013094545	0.716053304564838	up_in_subtype	6	BLCA,COADREAD,LUAD,LUSC,OV,UCEC	2315	37	0.016	18	19	797	1518	0.772000268406597	c172
FGFR1	C2	0.389975110573649	0.716053304564838	up_in_rest	6	BLCA,BRCA,LUAD,LUSC,OV,UCEC	2854	27	0.0095	9	18	1113	1741	-0.627530608919015	c150
PDGFRA	C2	0.392905943723929	0.716053304564838	up_in_rest	13	BLCA,BRCA,COADREAD,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5452	126	0.0231	36	90	1759	3693	-0.486866531585406	c034
PLCB4	C2	0.393829317510661	0.716053304564838	up_in_rest	9	BLCA,BRCA,COADREAD,HNSC,LIHC,LUAD,LUSC,OV,PRAD	4111	95	0.0231	32	63	1414	2697	-0.393858729678321	c088
PMS1	C2	0.408243514464633	0.736176829362453	up_in_subtype	4	BLCA,BRCA,LUAD,LUSC	2248	39	0.0173	16	23	835	1413	0.541699027567909	c175
LZTR1	C2	0.417218139747397	0.740993908757158	up_in_subtype	9	BLCA,BRCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,UCEC	3905	54	0.0138	23	31	1528	2377	0.33860397477156	c094
IL7R	C2	0.41765111220858	0.740993908757158	up_in_rest	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD	3538	62	0.0175	21	41	1424	2114	-0.46940991461016	c113
ASXL2	C2	0.422383949073163	0.743395750368767	up_in_subtype	9	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,UCEC	4245	108	0.0254	43	65	1660	2585	0.125443004139739	c086
LATS1	C2	0.426833456284371	0.745264764940965	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4413	90	0.0204	41	49	1896	2517	-0.0933945966268446	c077
EPAS1	C2	0.435656299703347	0.754680204210522	up_in_subtype	7	BLCA,BRCA,CESC,HNSC,LUAD,PCPG,UCEC	3173	45	0.0142	21	24	1398	1775	0.361644021283784	c137
BAP1	C2	0.448106589582505	0.77018320084493	up_in_subtype	11	BLCA,BRCA,CESC,CHOL,KIRC,KIRP,LIHC,LUAD,MESO,STAD,UCEC	3925	121	0.0308	32	89	1293	2632	0.249616181532906	c095
ERCC2	C2	0.458212417289502	0.781447533361941	up_in_subtype	3	BLCA,HNSC,LUSC	1324	42	0.0317	19	23	688	636	0.519144915268907	c220
TBX3	C2	0.481035010659884	0.81365415648067	up_in_rest	6	BLCA,BRCA,COADREAD,LUAD,LUSC,OV	2877	44	0.0153	15	29	994	1883	-0.407068561826979	c149
PIK3R2	C2	0.484494065904399	0.81365415648067	up_in_rest	3	LUSC,STAD,UCEC	1225	25	0.0204	8	17	514	711	-0.510800506029676	c224
NUP93	C2	0.494029317274559	0.823382195457598	up_in_subtype	4	BLCA,HNSC,LUSC,UCEC	1760	30	0.017	17	13	862	898	0.350060005672067	c198
RUNX1	C2	0.514758291846922	0.851479881250548	up_in_rest	2	BLCA,BRCA	1386	27	0.0195	9	18	533	853	-0.461628871966657	c217
PTPDC1	C2	0.51982619581996	0.853445993137248	up_in_subtype	4	BLCA,BRCA,LUAD,STAD	2143	18	0.0084	9	9	843	1300	0.709440313598655	c181
SCAF4	C2	0.53019852857324	0.864027231748984	up_in_subtype	10	ACC,BLCA,BRCA,COADREAD,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4406	81	0.0184	33	48	1614	2792	0.309088350636893	c079
TLR4	C2	0.540412997864397	0.874197496545348	up_in_subtype	9	BLCA,BRCA,ESCA,HNSC,LUAD,LUSC,OV,STAD,UCEC	3855	147	0.0381	69	78	1734	2121	0.165468619023698	c098
NRAS	C2	0.574750055252701	0.922956293106527	up_in_rest	8	BLCA,COADREAD,LIHC,LUSC,OV,TGCT,THCA,UCEC	2852	103	0.0361	15	88	809	2043	-0.427334364361	c153
NSD1	C2	0.580437305804483	0.92533483534048	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	5281	203	0.0384	100	103	2040	3241	0.193954199860767	c039
RASA1	C2	0.611346591816892	0.962274932877696	up_in_rest	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3859	83	0.0215	39	44	1585	2274	-0.142385311468496	c101
CDH1	C2	0.612356775467625	0.962274932877696	up_in_subtype	7	BLCA,BRCA,LIHC,LUAD,LUSC,STAD,UCEC	3370	126	0.0374	45	81	1225	2145	0.187269999968682	c128
RNF43	C2	0.626689614652115	0.967209128138323	up_in_subtype	8	COADREAD,KIRC,LUAD,LUSC,OV,PAAD,STAD,UCEC	2769	49	0.0177	17	32	855	1914	0.362990218595651	c154
KIF1A	C2	0.62715043977886	0.967209128138323	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LUAD,LUSC,PRAD,SARC,STAD,UCEC	5634	136	0.0241	53	83	1950	3684	0.230967551412561	c030
ACVR2A	C2	0.62868593328991	0.967209128138323	up_in_subtype	6	BRCA,COADREAD,LIHC,LUAD,STAD,UCEC	2994	33	0.011	10	23	952	2042	0.12939109933021	c145
RXRA	C2	0.637524587768341	0.97399589797941	up_in_rest	3	BLCA,LIHC,UCEC	1168	31	0.0265	10	21	378	790	-0.426861489979407	c227
IRF2	C2	0.659482244107998	0.998851766889639	up_in_subtype	4	BLCA,HNSC,LIHC,STAD	1563	23	0.0147	12	11	738	825	0.339379859628319	c211
PTPRD	C2	0.662874354390397	0.998851766889639	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LUAD,LUSC,OV,PRAD,STAD,UCEC	5353	276	0.0516	122	154	2005	3348	0.140844360884107	c038
MYC	C2	0.680858825783117	1	up_in_rest	2	HNSC,UCEC	925	15	0.0162	6	9	534	391	-0.628240820500314	c228
TCF7L2	C2	0.681266310610204	1	up_in_subtype	4	COADREAD,LUAD,STAD,UCEC	1652	44	0.0266	8	36	539	1113	0.293277475960358	c206
TBL1XR1	C2	0.681511796001962	1	up_in_rest	6	BLCA,BRCA,CESC,LUAD,LUSC,UCEC	2953	34	0.0115	15	19	1203	1750	-0.155724835123448	c148
FOXA2	C2	0.684603894301378	1	up_in_subtype	2	LUSC,UCEC	883	19	0.0215	9	10	340	543	0.268188089716512	c231
FUBP1	C2	0.693274221432191	1	up_in_subtype	4	BLCA,HNSC,LGG,LUAD	1799	37	0.0206	9	28	658	1141	0.356270315880598	c195
ARID1A	C2	0.693980657558446	1	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,PAAD,STAD,UCEC	6030	361	0.0599	132	229	1971	4059	0.0851987589855409	c018
GABRA6	C2	0.706954842969262	1	up_in_rest	8	BLCA,ESCA,GBM,LIHC,LUAD,LUSC,STAD,UCEC	2645	78	0.0295	28	50	941	1704	-0.178173310730524	c162
GRIN2D	C2	0.71468105891076	1	up_in_subtype	6	BLCA,HNSC,LUAD,LUSC,STAD,UCEC	2517	41	0.0163	18	23	1172	1345	0.192367548805958	c171
ESR1	C2	0.715709877707367	1	up_in_rest	7	BLCA,BRCA,COADREAD,LUAD,LUSC,STAD,UCEC	3485	49	0.0141	15	34	1238	2247	-0.283466065770054	c119
SMAD2	C2	0.716170108868702	1	up_in_subtype	4	BRCA,COADREAD,LUAD,STAD	2214	36	0.0163	10	26	736	1478	0.278056976951794	c178
NFE2L2	C2	0.721037367576655	1	up_in_rest	9	BLCA,CESC,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,UCEC	3224	204	0.0633	84	120	1325	1899	-0.131399645057456	c135
BRCA2	C2	0.724747069734921	1	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	6054	225	0.0372	91	134	2044	4010	0.108612631063512	c016
KMT2D	C2	0.724833508221725	1	up_in_subtype	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC,UCS	6786	524	0.0772	221	303	2102	4684	0.0770436483738874	c005
DHX9	C2	0.731276600249422	1	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4587	79	0.0172	27	52	1834	2753	-0.388217916395467	c068
MYCN	C2	0.739494626162463	1	up_in_rest	2	BLCA,UCEC	824	16	0.0194	5	11	336	488	-0.485080651531274	c234
PLXNB2	C2	0.744258245274859	1	up_in_subtype	8	BLCA,CESC,COADREAD,HNSC,KIRP,LUAD,LUSC,UCEC	3169	133	0.042	58	75	1251	1918	0.075036697242189	c138
ATM	C2	0.750389234515247	1	up_in_subtype	17	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,UCEC	6294	290	0.0461	103	187	2127	4167	0.229755445747726	c010
MGA	C2	0.759912399992711	1	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5193	190	0.0366	84	106	2029	3164	0.218929701483751	c046
MUC6	C2	0.760756607776488	1	up_in_subtype	11	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	4853	131	0.027	51	80	1838	3015	0.1277131421296	c060
RAD21	C2	0.763380691356888	1	up_in_rest	5	BLCA,CESC,COADREAD,LUAD,LUSC	1978	38	0.0192	16	22	713	1265	-0.288711652511985	c187
SPTA1	C2	0.782763397962381	1	up_in_subtype	18	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,STAD,THCA,UCEC	6919	625	0.0903	239	386	2099	4820	0.049345740489526	c004
CNBD1	C2	0.815680854014054	1	up_in_rest	8	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD,UCEC	3974	68	0.0171	26	42	1598	2376	-0.234248139507493	c093
AXIN2	C2	0.835506523086312	1	up_in_subtype	7	BLCA,COADREAD,HNSC,LIHC,LUAD,STAD,UCEC	2873	53	0.0184	22	31	1103	1770	0.222192969045439	c155
RAF1	C2	0.850458802634644	1	up_in_subtype	3	BRCA,COADREAD,LUAD	1872	15	0.008	4	11	562	1310	0.246901865653768	c189
SOX9	C2	0.864111495869818	1	up_in_rest	3	COADREAD,HNSC,LUAD	1363	32	0.0235	8	24	551	812	-0.316742471854713	c218
EEF2	C2	0.872374204902168	1	up_in_rest	5	BLCA,BRCA,HNSC,STAD,UCEC	2653	29	0.0109	12	17	1241	1412	-0.268119019440988	c161
SMAD4	C2	0.883509918703784	1	up_in_rest	11	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,PAAD,PRAD,STAD	4524	175	0.0387	57	118	1754	2770	-0.0908769237724376	c072
KEL	C2	0.885207982515702	1	up_in_subtype	9	BLCA,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,SARC,UCEC	3444	73	0.0212	20	53	1087	2357	0.00729153337958327	c124
CDKN2A	C2	0.888058723808335	1	up_in_subtype	8	BLCA,ESCA,HNSC,LIHC,LUAD,LUSC,PAAD,STAD	2741	227	0.0828	124	103	1158	1583	0.142300346057165	c159
CDK12	C2	0.894252729561948	1	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5168	119	0.023	55	64	1929	3239	0.152719532560784	c045
RHOA	C2	0.928794400914922	1	up_in_subtype	6	BLCA,BRCA,HNSC,LUAD,STAD,UCEC	3068	65	0.0212	32	33	1377	1691	0.138648608512342	c142
PTPRC	C2	0.976342773414723	1	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC	6219	162	0.026	62	100	2005	4214	0.00493674876119259	c012
SETD2	C2	1	1	up_in_rest	17	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PRAD,STAD,UCEC	6466	191	0.0295	59	132	1994	4472	-0.190168941047095	c008
ZFHX3	C2	1	1	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,THCA,UCEC	6096	210	0.0344	74	136	1981	4115	-0.134726276763251	c015
PTEN	C2	1	1	up_in_rest	16	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,LGG,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC,UCS	6006	463	0.0771	142	321	1969	4037	-0.0276425367602367	c017
NOTCH1	C2	1	1	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,SARC,STAD,UCEC	5730	253	0.0442	118	135	1959	3771	-0.0521855213354981	c025
KIT	C2	1	1	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,LGG,LIHC,LUAD,LUSC,OV,STAD,TGCT,UCEC	5664	124	0.0219	52	72	2121	3543	0.172261036560881	c027
